"Month","Date","State","TotalSamples","Negative","Positive"
"2020-04","2020-04-26","Jharkhand",7806,7724,82
"2020-04","2020-04-26","Karnataka",42964,38207,503
"2020-04","2020-04-26","Kerala",22954,21997,468
"2020-04","2020-04-26","Madhya Pradesh",25232,21716,2090
"2020-04","2020-04-26","Mizoram",146,,1
"2020-04","2020-04-26","Nagaland",613,613,0
"2020-04","2020-04-26","Odisha",22816,,103
"2020-04","2020-04-26","Puducherry",1977,1902,8
"2020-04","2020-04-26","Punjab",14317,10497,322
"2020-04","2020-04-26","Rajasthan",82942,75670,2185
"2020-04","2020-04-26","Tamil Nadu",87605,77133,1885
"2020-04","2020-04-26","Uttar Pradesh",61799,58492,1873
"2020-04","2020-04-26","Uttarakhand",5277,4675,50
"2020-04","2020-04-26","West Bengal",10893,,611
"2020-04","2020-04-27","Andaman and Nicobar Islands",2848,,33
"2020-04","2020-04-27","Andhra Pradesh",74551,73374,1177
"2020-04","2020-04-27","Arunachal Pradesh",584,566,2
"2020-04","2020-04-27","Assam",8117,7985,35
"2020-04","2020-04-27","Bihar",18179,,328
"2020-04","2020-04-27","Chandigarh",843,777,40
"2020-04","2020-04-27","Chhattisgarh",14987,13882,37
"2020-04","2020-04-27","Dadra and Nagar Haveli and Daman and Diu",2379,2379,0
"2020-04","2020-04-27","Delhi",39911,34145,3108
"2020-04","2020-04-27","Goa",1541,,7
"2020-04","2020-04-27","Gujarat",53575,50028,3547
"2020-04","2020-04-27","Haryana",22993,20702,301
"2020-04","2020-04-27","Himachal Pradesh",5106,5022,40
"2020-04","2020-04-27","Jammu and Kashmir",14988,14442,546
"2020-04","2020-04-27","Jharkhand",8757,8654,103
"2020-04","2020-04-27","Karnataka",45685,43791,512
"2020-04","2020-04-27","Kerala",24146,23148,481
"2020-04","2020-04-27","Madhya Pradesh",27009,23500,2165
"2020-04","2020-04-27","Meghalaya",1254,1182,12
"2020-04","2020-04-27","Mizoram",146,,1
"2020-04","2020-04-27","Nagaland",629,613,0
"2020-04","2020-04-27","Odisha",25103,,111
"2020-04","2020-04-27","Puducherry",2014,1942,8
"2020-04","2020-04-27","Punjab",15516,12333,330
"2020-04","2020-04-27","Rajasthan",87777,80830,2262
"2020-04","2020-04-27","Tamil Nadu",94781,83021,1937
"2020-04","2020-04-27","Uttar Pradesh",67145,64139,1896
"2020-04","2020-04-27","Uttarakhand",5463,4912,51
"2020-04","2020-04-27","West Bengal",12043,,649
"2020-04","2020-04-28","Andhra Pradesh",80334,79075,1259
"2020-04","2020-04-28","Arunachal Pradesh",610,581,2
"2020-04","2020-04-28","Bihar",19790,,346
"2020-04","2020-04-28","Chandigarh",924,857,56
"2020-04","2020-04-28","Chhattisgarh",15737,14953,38
"2020-04","2020-04-28","Delhi",43370,36195,3314
"2020-04","2020-04-28","Goa",1776,,7
"2020-04","2020-04-28","Gujarat",56101,52327,3774
"2020-04","2020-04-28","Haryana",24826,22578,308
"2020-04","2020-04-28","Himachal Pradesh",5391,5344,40
"2020-04","2020-04-28","Jammu and Kashmir",16619,16054,565
"2020-04","2020-04-28","Jharkhand",9408,9303,105
"2020-04","2020-04-28","Karnataka",50512,48508,523
"2020-04","2020-04-28","Kerala",24855,24078,485
"2020-04","2020-04-28","Madhya Pradesh",31060,26159,2387
"2020-04","2020-04-28","Meghalaya",1382,1202,12
"2020-04","2020-04-28","Mizoram",158,,1
"2020-04","2020-04-28","Nagaland",639,620,0
"2020-04","2020-04-28","Odisha",26687,,118
"2020-04","2020-04-28","Puducherry",2156,2099,8
"2020-04","2020-04-28","Punjab",17021,13966,342
"2020-04","2020-04-28","Rajasthan",92506,85834,2364
"2020-04","2020-04-28","Tamil Nadu",101874,97908,2058
"2020-04","2020-04-28","Telangana",19063,,1009
"2020-04","2020-04-28","Uttar Pradesh",70307,67266,2053
"2020-04","2020-04-28","Uttarakhand",5739,5212,52
"2020-04","2020-04-28","West Bengal",13223,,697
"2020-04","2020-04-29","Andhra Pradesh",88061,86729,1332
"2020-04","2020-04-29","Arunachal Pradesh",662,595,2
"2020-04","2020-04-29","Assam",9520,8771,37
"2020-04","2020-04-29","Bihar",21180,,383
"2020-04","2020-04-29","Chandigarh",1012,922,67
"2020-04","2020-04-29","Chhattisgarh",16546,15658,38
"2020-04","2020-04-29","Dadra and Nagar Haveli and Daman and Diu",2921,2921,0
"2020-04","2020-04-29","Delhi",47225,39920,3439
"2020-04","2020-04-29","Goa",1871,,7
"2020-04","2020-04-29","Gujarat",59488,55406,4082
"2020-04","2020-04-29","Haryana",26148,24071,311
"2020-04","2020-04-29","Himachal Pradesh",5772,5726,40
"2020-04","2020-04-29","Jammu and Kashmir",18450,17869,581
"2020-04","2020-04-29","Jharkhand",10268,10161,107
"2020-04","2020-04-29","Karnataka",55404,53241,535
"2020-04","2020-04-29","Kerala",25827,24681,495
"2020-04","2020-04-29","Ladakh",1949,1299,22
"2020-04","2020-04-29","Madhya Pradesh",33837,29261,2560
"2020-04","2020-04-29","Meghalaya",1397,1288,12
"2020-04","2020-04-29","Mizoram",179,,1
"2020-04","2020-04-29","Nagaland",644,631,0
"2020-04","2020-04-29","Odisha",29108,,122
"2020-04","2020-04-29","Puducherry",2228,2150,8
"2020-04","2020-04-29","Punjab",18670,15690,375
"2020-04","2020-04-29","Rajasthan",97790,90108,2438
"2020-04","2020-04-29","Tamil Nadu",109961,105864,2162
"2020-04","2020-04-29","Telangana",19278,,1016
"2020-04","2020-04-29","Uttar Pradesh",73716,70436,2134
"2020-04","2020-04-29","Uttarakhand",6046,5547,54
"2020-04","2020-04-29","West Bengal",14620,,725
"2020-04","2020-04-30","Andhra Pradesh",94558,93155,1403
"2020-04","2020-04-30","Arunachal Pradesh",694,656,2
"2020-04","2020-04-30","Bihar",22672,,409
"2020-04","2020-04-30","Chandigarh",1147,1022,74
"2020-04","2020-04-30","Chhattisgarh",17541,16602,40
"2020-04","2020-04-30","Dadra and Nagar Haveli and Daman and Diu",3464,3464,0
"2020-04","2020-04-30","Goa",2031,,7
"2020-04","2020-04-30","Gujarat",64007,59612,4395
"2020-04","2020-04-30","Haryana",28202,25929,339
"2020-04","2020-04-30","Himachal Pradesh",6133,6091,40
"2020-04","2020-04-30","Jammu and Kashmir",19746,19132,614
"2020-04","2020-04-30","Jharkhand",10987,10878,109
"2020-04","2020-04-30","Karnataka",60156,57548,565
"2020-04","2020-04-30","Kerala",27481,26032,497
"2020-04","2020-04-30","Ladakh",2245,1384,22
"2020-04","2020-04-30","Madhya Pradesh",41712,29816,2625
"2020-04","2020-04-30","Manipur",459,,2
"2020-04","2020-04-30","Meghalaya",1595,1433,12
"2020-04","2020-04-30","Mizoram",180,,1
"2020-04","2020-04-30","Nagaland",653,640,0
"2020-04","2020-04-30","Odisha",31696,,142
"2020-04","2020-04-30","Puducherry",2353,2292,8
"2020-04","2020-04-30","Punjab",21205,17286,480
"2020-04","2020-04-30","Rajasthan",103704,,2584
"2020-04","2020-04-30","Tamil Nadu",119748,115761,2323
"2020-04","2020-04-30","Uttar Pradesh",78013,74864,2211
"2020-04","2020-04-30","Uttarakhand",6565,6100,57
"2020-04","2020-04-30","West Bengal",16525,,758
"2020-05","2020-05-01","Andaman and Nicobar Islands",3754,,33
"2020-05","2020-05-01","Andhra Pradesh",102460,100997,1463
"2020-05","2020-05-01","Arunachal Pradesh",724,692,2
"2020-05","2020-05-01","Bihar",24118,,466
"2020-05","2020-05-01","Chandigarh",1252,1131,88
"2020-05","2020-05-01","Chhattisgarh",18039,17199,43
"2020-05","2020-05-01","Dadra and Nagar Haveli and Daman and Diu",4003,4003,0
"2020-05","2020-05-01","Goa",2181,,7
"2020-05","2020-05-01","Gujarat",68774,64053,4721
"2020-05","2020-05-01","Haryana",30191,27784,357
"2020-05","2020-05-01","Himachal Pradesh",6472,6432,40
"2020-05","2020-05-01","Jammu and Kashmir",21695,21056,639
"2020-05","2020-05-01","Jharkhand",11771,11658,113
"2020-05","2020-05-01","Karnataka",64898,61855,589
"2020-05","2020-05-01","Kerala",29012,27224,497
"2020-05","2020-05-01","Ladakh",2430,1545,22
"2020-05","2020-05-01","Madhya Pradesh",44116,39353,2715
"2020-05","2020-05-01","Manipur",461,,2
"2020-05","2020-05-01","Mizoram",180,,1
"2020-05","2020-05-01","Nagaland",664,650,0
"2020-05","2020-05-01","Odisha",34133,,149
"2020-05","2020-05-01","Puducherry",2698,2583,9
"2020-05","2020-05-01","Punjab",23176,18222,585
"2020-05","2020-05-01","Rajasthan",108543,100277,2666
"2020-05","2020-05-01","Tamil Nadu",129363,124852,2526
"2020-05","2020-05-01","Tripura",4828,4825,3
"2020-05","2020-05-01","Uttar Pradesh",82459,79091,2328
"2020-05","2020-05-01","Uttarakhand",7042,6533,57
"2020-05","2020-05-01","West Bengal",18566,,
"2020-05","2020-05-02","Andhra Pradesh",108403,106878,1525
"2020-05","2020-05-02","Assam",11623,10499,42
"2020-05","2020-05-02","Bihar",25724,,476
"2020-05","2020-05-02","Chandigarh",1462,1339,94
"2020-05","2020-05-02","Delhi",58210,,4122
"2020-05","2020-05-02","Goa",2372,,7
"2020-05","2020-05-02","Gujarat",74116,69062,5054
"2020-05","2020-05-02","Haryana",31200,28867,369
"2020-05","2020-05-02","Himachal Pradesh",6836,6791,40
"2020-05","2020-05-02","Jharkhand",12393,12278,115
"2020-05","2020-05-02","Karnataka",69730,66475,601
"2020-05","2020-05-02","Kerala",33276,31592,499
"2020-05","2020-05-02","Ladakh",2434,1618,23
"2020-05","2020-05-02","Madhya Pradesh",46578,41460,2788
"2020-05","2020-05-02","Manipur",468,,2
"2020-05","2020-05-02","Meghalaya",1707,1655,12
"2020-05","2020-05-02","Mizoram",183,,1
"2020-05","2020-05-02","Nagaland",674,661,0
"2020-05","2020-05-02","Odisha",36593,,157
"2020-05","2020-05-02","Puducherry",2990,2902,12
"2020-05","2020-05-02","Punjab",24868,19316,772
"2020-05","2020-05-02","Rajasthan",113934,104705,2720
"2020-05","2020-05-02","Tamil Nadu",139490,135698,2757
"2020-05","2020-05-02","Tripura",4955,4950,5
"2020-05","2020-05-02","Uttar Pradesh",85729,82356,2487
"2020-05","2020-05-02","Uttarakhand",7369,6786,59
"2020-05","2020-05-02","West Bengal",20976,,795
"2020-05","2020-05-03","Andhra Pradesh",114937,113354,1583
"2020-05","2020-05-03","Arunachal Pradesh",810,761,2
"2020-05","2020-05-03","Bihar",26951,,485
"2020-05","2020-05-03","Chandigarh",1616,1491,97
"2020-05","2020-05-03","Chhattisgarh",19902,18848,57
"2020-05","2020-05-03","Dadra and Nagar Haveli and Daman and Diu",4328,4328,0
"2020-05","2020-05-03","Delhi",60246,,4549
"2020-05","2020-05-03","Goa",2548,,7
"2020-05","2020-05-03","Gujarat",80060,74632,5428
"2020-05","2020-05-03","Haryana",35278,32583,442
"2020-05","2020-05-03","Himachal Pradesh",7185,7133,40
"2020-05","2020-05-03","Jammu and Kashmir",26038,25337,701
"2020-05","2020-05-03","Jharkhand",13055,12940,115
"2020-05","2020-05-03","Karnataka",74898,70998,614
"2020-05","2020-05-03","Kerala",34608,33294,499
"2020-05","2020-05-03","Ladakh",2434,1674,41
"2020-05","2020-05-03","Madhya Pradesh",49186,43937,2837
"2020-05","2020-05-03","Mizoram",183,,1
"2020-05","2020-05-03","Nagaland",684,663,0
"2020-05","2020-05-03","Odisha",38658,,162
"2020-05","2020-05-03","Puducherry",3155,3097,12
"2020-05","2020-05-03","Punjab",26439,20197,1102
"2020-05","2020-05-03","Rajasthan",120240,112345,2886
"2020-05","2020-05-03","Tamil Nadu",150107,145520,3023
"2020-05","2020-05-03","Tripura",5162,5157,5
"2020-05","2020-05-03","Uttar Pradesh",95841,91828,2645
"2020-05","2020-05-03","Uttarakhand",7578,6986,60
"2020-05","2020-05-03","West Bengal",22915,,922
"2020-05","2020-05-04","Andhra Pradesh",125229,123579,1650
"2020-05","2020-05-04","Arunachal Pradesh",869,762,2
"2020-05","2020-05-04","Assam",12775,11764,42
"2020-05","2020-05-04","Bihar",28345,,525
"2020-05","2020-05-04","Chandigarh",1678,1545,102
"2020-05","2020-05-04","Dadra and Nagar Haveli and Daman and Diu",4434,4434,0
"2020-05","2020-05-04","Delhi",64108,,4898
"2020-05","2020-05-04","Goa",2899,,7
"2020-05","2020-05-04","Gujarat",84648,78844,5804
"2020-05","2020-05-04","Haryana",38183,34501,517
"2020-05","2020-05-04","Himachal Pradesh",7430,7320,41
"2020-05","2020-05-04","Jammu and Kashmir",28199,27473,726
"2020-05","2020-05-04","Jharkhand",13832,13717,115
"2020-05","2020-05-04","Karnataka",79193,74664,651
"2020-05","2020-05-04","Kerala",35441,34161,499
"2020-05","2020-05-04","Ladakh",2639,1879,41
"2020-05","2020-05-04","Madhya Pradesh",52095,46634,2942
"2020-05","2020-05-04","Manipur",571,,2
"2020-05","2020-05-04","Meghalaya",1884,1782,12
"2020-05","2020-05-04","Mizoram",183,,1
"2020-05","2020-05-04","Nagaland",708,679,0
"2020-05","2020-05-04","Odisha",41128,,169
"2020-05","2020-05-04","Puducherry",3281,3220,12
"2020-05","2020-05-04","Punjab",28545,21295,1232
"2020-05","2020-05-04","Rajasthan",129258,122513,3061
"2020-05","2020-05-04","Sikkim",170,169,
"2020-05","2020-05-04","Tamil Nadu",162970,158558,3550
"2020-05","2020-05-04","Tripura",5394,5377,17
"2020-05","2020-05-04","Uttar Pradesh",98300,94682,2766
"2020-05","2020-05-04","Uttarakhand",7806,7134,60
"2020-05","2020-05-04","West Bengal",25116,,1259
"2020-05","2020-05-05","Andhra Pradesh",133492,131775,1717
"2020-05","2020-05-05","Arunachal Pradesh",970,814,2
"2020-05","2020-05-05","Assam",13442,12533,43
"2020-05","2020-05-05","Bihar",28791,,529
"2020-05","2020-05-05","Chandigarh",1713,1576,115
"2020-05","2020-05-05","Chhattisgarh",21323,20300,58
"2020-05","2020-05-05","Dadra and Nagar Haveli and Daman and Diu",4781,4780,1
"2020-05","2020-05-05","Delhi",67852,,5104
"2020-05","2020-05-05","Goa",3096,,7
"2020-05","2020-05-05","Gujarat",89632,83387,6245
"2020-05","2020-05-05","Haryana",40982,36806,548
"2020-05","2020-05-05","Himachal Pradesh",7893,7800,42
"2020-05","2020-05-05","Jammu and Kashmir",31312,30571,741
"2020-05","2020-05-05","Jharkhand",15064,14939,125
"2020-05","2020-05-05","Karnataka",83806,78860,673
"2020-05","2020-05-05","Kerala",36312,35244,502
"2020-05","2020-05-05","Madhya Pradesh",54595,48931,3049
"2020-05","2020-05-05","Meghalaya",1944,1822,12
"2020-05","2020-05-05","Mizoram",188,,1
"2020-05","2020-05-05","Odisha",44663,,170
"2020-05","2020-05-05","Puducherry",3560,3444,12
"2020-05","2020-05-05","Punjab",30199,23352,1451
"2020-05","2020-05-05","Rajasthan",134987,128297,3158
"2020-05","2020-05-05","Sikkim",181,171,0
"2020-05","2020-05-05","Tamil Nadu",174828,170174,4058
"2020-05","2020-05-05","Tripura",5850,5820,30
"2020-05","2020-05-05","Uttar Pradesh",105234,101389,2880
"2020-05","2020-05-05","Uttarakhand",8060,7357,61
"2020-05","2020-05-05","West Bengal",27571,,1344
"2020-05","2020-05-06","Andhra Pradesh",141274,139497,1777
"2020-05","2020-05-06","Arunachal Pradesh",1039,857,2
"2020-05","2020-05-06","Bihar",29328,,539
"2020-05","2020-05-06","Chandigarh",1785,1641,120
"2020-05","2020-05-06","Chhattisgarh",22188,20873,59
"2020-05","2020-05-06","Dadra and Nagar Haveli and Daman and Diu",4967,4966,1
"2020-05","2020-05-06","Delhi",71934,,5532
"2020-05","2020-05-06","Goa",3411,,7
"2020-05","2020-05-06","Gujarat",95191,88566,6625
"2020-05","2020-05-06","Haryana",43279,38590,594
"2020-05","2020-05-06","Himachal Pradesh",8491,8055,43
"2020-05","2020-05-06","Jammu and Kashmir",34277,33502,775
"2020-05","2020-05-06","Karnataka",88777,83056,693
"2020-05","2020-05-06","Kerala",37546,36210,502
"2020-05","2020-05-06","Mizoram",195,,1
"2020-05","2020-05-06","Nagaland",763,712,0
"2020-05","2020-05-06","Odisha",47454,,185
"2020-05","2020-05-06","Puducherry",3641,3554,12
"2020-05","2020-05-06","Punjab",32060,24303,1526
"2020-05","2020-05-06","Rajasthan",139580,134172,3317
"2020-05","2020-05-06","Sikkim",189,189,0
"2020-05","2020-05-06","Tamil Nadu",188241,182541,4829
"2020-05","2020-05-06","Tripura",6228,6185,43
"2020-05","2020-05-06","Uttar Pradesh",109888,106043,2998
"2020-05","2020-05-06","Uttarakhand",8346,7698,61
"2020-05","2020-05-06","West Bengal",30141,,1456
"2020-05","2020-05-07","Andhra Pradesh",149361,147528,1833
"2020-05","2020-05-07","Arunachal Pradesh",1144,952,2
"2020-05","2020-05-07","Bihar",29841,,547
"2020-05","2020-05-07","Chandigarh",1845,1698,129
"2020-05","2020-05-07","Dadra and Nagar Haveli and Daman and Diu",5272,5271,1
"2020-05","2020-05-07","Delhi",77234,,5980
"2020-05","2020-05-07","Gujarat",100553,93540,7013
"2020-05","2020-05-07","Haryana",46495,41861,625
"2020-05","2020-05-07","Himachal Pradesh",9005,8833,46
"2020-05","2020-05-07","Jammu and Kashmir",37706,36913,793
"2020-05","2020-05-07","Jharkhand",17101,16969,132
"2020-05","2020-05-07","Karnataka",93535,87756,705
"2020-05","2020-05-07","Kerala",38206,36856,502
"2020-05","2020-05-07","Madhya Pradesh",61020,55002,3252
"2020-05","2020-05-07","Manipur",684,,2
"2020-05","2020-05-07","Meghalaya",2054,1967,12
"2020-05","2020-05-07","Mizoram",197,,1
"2020-05","2020-05-07","Nagaland",786,728,0
"2020-05","2020-05-07","Odisha",50514,,209
"2020-05","2020-05-07","Puducherry",3866,3766,13
"2020-05","2020-05-07","Punjab",34701,28933,1644
"2020-05","2020-05-07","Rajasthan",145510,139830,3427
"2020-05","2020-05-07","Sikkim",216,207,0
"2020-05","2020-05-07","Tamil Nadu",202436,195831,5409
"2020-05","2020-05-07","Tripura",6917,6828,89
"2020-05","2020-05-07","Uttar Pradesh",113670,109628,3071
"2020-05","2020-05-07","Uttarakhand",8783,8138,61
"2020-05","2020-05-07","West Bengal",32752,,1548
"2020-05","2020-05-08","Andhra Pradesh",156681,154794,1887
"2020-05","2020-05-08","Arunachal Pradesh",1354,1015,2
"2020-05","2020-05-08","Bihar",30320,,564
"2020-05","2020-05-08","Chandigarh",1913,1748,146
"2020-05","2020-05-08","Chhattisgarh",23629,22509,59
"2020-05","2020-05-08","Dadra and Nagar Haveli and Daman and Diu",5430,5429,1
"2020-05","2020-05-08","Delhi",81367,,6318
"2020-05","2020-05-08","Goa",4140,,7
"2020-05","2020-05-08","Haryana",49746,43974,647
"2020-05","2020-05-08","Himachal Pradesh",9522,9434,50
"2020-05","2020-05-08","Jammu and Kashmir",42427,41604,823
"2020-05","2020-05-08","Jharkhand",17219,17087,132
"2020-05","2020-05-08","Karnataka",98081,92237,753
"2020-05","2020-05-08","Kerala",39266,38294,503
"2020-05","2020-05-08","Madhya Pradesh",63705,57528,3341
"2020-05","2020-05-08","Manipur",756,,2
"2020-05","2020-05-08","Mizoram",199,,1
"2020-05","2020-05-08","Nagaland",805,775,0
"2020-05","2020-05-08","Odisha",52974,,271
"2020-05","2020-05-08","Puducherry",4111,3866,15
"2020-05","2020-05-08","Punjab",37950,31219,1731
"2020-05","2020-05-08","Rajasthan",152245,146198,3579
"2020-05","2020-05-08","Sikkim",216,214,0
"2020-05","2020-05-08","Tamil Nadu",216416,209495,6009
"2020-05","2020-05-08","Tripura",7448,7359,89
"2020-05","2020-05-08","Uttar Pradesh",119688,115646,3214
"2020-05","2020-05-08","Uttarakhand",9116,8485,61
"2020-05","2020-05-08","West Bengal",35767,,1678
"2020-05","2020-05-09","Andhra Pradesh",165069,163139,1930
"2020-05","2020-05-09","Arunachal Pradesh",1597,1266,2
"2020-05","2020-05-09","Assam",16167,15076,59
"2020-05","2020-05-09","Bihar",31552,,585
"2020-05","2020-05-09","Chandigarh",2055,1871,169
"2020-05","2020-05-09","Chhattisgarh",24506,23326,59
"2020-05","2020-05-09","Delhi",84226,,6542
"2020-05","2020-05-09","Goa",4524,,7
"2020-05","2020-05-09","Gujarat",109650,101853,7797
"2020-05","2020-05-09","Haryana",53282,48468,675
"2020-05","2020-05-09","Himachal Pradesh",10208,10047,52
"2020-05","2020-05-09","Jammu and Kashmir",44753,43917,836
"2020-05","2020-05-09","Jharkhand",18632,18478,154
"2020-05","2020-05-09","Karnataka",103098,97326,794
"2020-05","2020-05-09","Kerala",40123,39233,505
"2020-05","2020-05-09","Ladakh",3503,2948,42
"2020-05","2020-05-09","Madhya Pradesh",68010,61629,3457
"2020-05","2020-05-09","Manipur",865,,2
"2020-05","2020-05-09","Meghalaya",2287,2178,12
"2020-05","2020-05-09","Mizoram",201,,1
"2020-05","2020-05-09","Nagaland",848,786,0
"2020-05","2020-05-09","Odisha",56322,,294
"2020-05","2020-05-09","Puducherry",4266,4028,16
"2020-05","2020-05-09","Punjab",39462,33639,1762
"2020-05","2020-05-09","Rajasthan",159157,152296,3708
"2020-05","2020-05-09","Sikkim",219,219,0
"2020-05","2020-05-09","Tamil Nadu",229670,222576,6535
"2020-05","2020-05-09","Tripura",8340,8221,119
"2020-05","2020-05-09","Uttar Pradesh",124791,120764,3373
"2020-05","2020-05-09","Uttarakhand",9386,8659,67
"2020-05","2020-05-09","West Bengal",39368,,1786
"2020-05","2020-05-10","Andhra Pradesh",173735,171755,1980
"2020-05","2020-05-10","Arunachal Pradesh",1823,1363,2
"2020-05","2020-05-10","Assam",18002,16236,62
"2020-05","2020-05-10","Bihar",32670,,653
"2020-05","2020-05-10","Chandigarh",2142,1947,173
"2020-05","2020-05-10","Chhattisgarh",25282,24186,59
"2020-05","2020-05-10","Dadra and Nagar Haveli and Daman and Diu",5581,5580,1
"2020-05","2020-05-10","Delhi",93810,,6923
"2020-05","2020-05-10","Goa",4848,,7
"2020-05","2020-05-10","Gujarat",113493,105298,8195
"2020-05","2020-05-10","Haryana",56983,51046,703
"2020-05","2020-05-10","Himachal Pradesh",10791,10343,55
"2020-05","2020-05-10","Jharkhand",20832,20675,157
"2020-05","2020-05-10","Karnataka",107311,102266,848
"2020-05","2020-05-10","Kerala",41279,40155,512
"2020-05","2020-05-10","Madhya Pradesh",72069,65436,3614
"2020-05","2020-05-10","Manipur",1096,,2
"2020-05","2020-05-10","Meghalaya",2287,2178,13
"2020-05","2020-05-10","Mizoram",201,,1
"2020-05","2020-05-10","Nagaland",862,806,0
"2020-05","2020-05-10","Odisha",59780,,362
"2020-05","2020-05-10","Puducherry",4364,4273,17
"2020-05","2020-05-10","Punjab",40962,35293,1823
